eligible,should_stop,task_id,tier,group_key,run_index,auc_cv_pct,brier_cv_pct,coverage_cv_pct,flip_mean,ret_delta,dd_delta,metrics_ok,flip_ok,perf_ok
True,False,core_symbol_BTCUSDT_035,core_symbol,core_symbol::BTCUSDT,35,2.9273815570171906,0.7903548695128262,3.249400597629033,0.2535098805461525,,,True,False,False
True,False,core_symbol_BTCUSDT_036,core_symbol,core_symbol::BTCUSDT,36,2.9280130930529307,1.1324004921542687,2.863589684255651,0.2650428277847607,,,True,False,False
True,False,core_symbol_BTCUSDT_037,core_symbol,core_symbol::BTCUSDT,37,3.173467607033764,1.129237612871012,2.7286967774422592,0.2705124083082085,,,True,False,False
True,False,core_symbol_BTCUSDT_038,core_symbol,core_symbol::BTCUSDT,38,2.960764579053225,1.0846610475114515,3.293163160439056,0.2481011993384451,,,True,False,False
True,False,core_symbol_BTCUSDT_039,core_symbol,core_symbol::BTCUSDT,39,3.1326174865170606,1.0972453826445911,3.290403598079905,0.2457218806451274,,,True,False,False
True,False,core_symbol_BTCUSDT_041,core_symbol,core_symbol::BTCUSDT,41,3.982918691684234,1.0344402779421589,3.2963706293741826,0.2323462649777111,,,True,False,False
True,False,core_symbol_BTCUSDT_042,core_symbol,core_symbol::BTCUSDT,42,3.5989408946251467,1.0598137721004923,3.867114816462151,0.2297954514280123,,,True,False,False
True,False,core_symbol_BTCUSDT_044,core_symbol,core_symbol::BTCUSDT,44,3.6297607835588352,1.005598195880409,3.674329590134994,0.211945018822027,,,True,False,False
True,False,core_symbol_BTCUSDT_045,core_symbol,core_symbol::BTCUSDT,45,3.5634028942737843,0.9833896236767422,3.5826576227895464,0.2098048612871878,0.1573083261637916,1.1505258134232067e-05,True,False,True
True,False,core_symbol_BTCUSDT_046,core_symbol,core_symbol::BTCUSDT,46,3.5502006971119706,0.9803155366556516,3.746434960103537,0.2096313701336207,0.0254107614590684,0.0044014499871652,True,False,True
True,False,core_symbol_BTCUSDT_047,core_symbol,core_symbol::BTCUSDT,47,4.0993034735731175,0.904739899286788,3.913154038362249,0.2065748172823379,0.0476818391286408,0.0032020554394834,True,False,True
True,True,core_symbol_BTCUSDT_048,core_symbol,core_symbol::BTCUSDT,48,4.024186736646297,0.8893424489616889,4.0688409780486525,0.1952005965098537,0.0724486098010912,0.0009625362841876,True,True,True
False,False,core_symbol_ETHUSDT_001,core_symbol,core_symbol::ETHUSDT,1,,,,,,,,,
False,False,core_symbol_ETHUSDT_002,core_symbol,core_symbol::ETHUSDT,2,,,,,,,,,
False,False,core_symbol_ETHUSDT_003,core_symbol,core_symbol::ETHUSDT,3,,,,,,,,,
False,False,core_symbol_ETHUSDT_004,core_symbol,core_symbol::ETHUSDT,4,,,,,,,,,
False,False,core_symbol_ETHUSDT_005,core_symbol,core_symbol::ETHUSDT,5,,,,,,,,,
False,False,core_symbol_ETHUSDT_006,core_symbol,core_symbol::ETHUSDT,6,,,,,,,,,
False,False,core_symbol_ETHUSDT_007,core_symbol,core_symbol::ETHUSDT,7,,,,,,,,,
False,False,core_symbol_ETHUSDT_008,core_symbol,core_symbol::ETHUSDT,8,,,,,,,,,
False,False,core_symbol_ETHUSDT_009,core_symbol,core_symbol::ETHUSDT,9,,,,,,,,,
True,True,core_symbol_ETHUSDT_010,core_symbol,core_symbol::ETHUSDT,10,2.749750799351121,0.7969865342980067,3.49961295145901,0.184752702286722,,,True,True,True
False,False,core_symbol_SOLUSDT_001,core_symbol,core_symbol::SOLUSDT,1,,,,,,,,,
False,False,core_symbol_SOLUSDT_002,core_symbol,core_symbol::SOLUSDT,2,,,,,,,,,
False,False,core_symbol_SOLUSDT_003,core_symbol,core_symbol::SOLUSDT,3,,,,,,,,,
False,False,core_symbol_SOLUSDT_004,core_symbol,core_symbol::SOLUSDT,4,,,,,,,,,
False,False,core_symbol_SOLUSDT_005,core_symbol,core_symbol::SOLUSDT,5,,,,,,,,,
False,False,core_symbol_SOLUSDT_006,core_symbol,core_symbol::SOLUSDT,6,,,,,,,,,
False,False,core_symbol_SOLUSDT_007,core_symbol,core_symbol::SOLUSDT,7,,,,,,,,,
False,False,core_symbol_SOLUSDT_008,core_symbol,core_symbol::SOLUSDT,8,,,,,,,,,
False,False,core_symbol_SOLUSDT_009,core_symbol,core_symbol::SOLUSDT,9,,,,,,,,,
True,True,core_symbol_SOLUSDT_010,core_symbol,core_symbol::SOLUSDT,10,2.8516251650988518,0.7962164760976461,3.487249758054599,0.184348583471224,,,True,True,True
